entry;description;PoS;PoS detail;alternatives
lima;;PROPN_LOC;;
limite;;F;;
limites;;F;;
lin;;PROPN_NAM;;
lincoln;;PROPN_NAM;;
linda;;PROPN_NAM;;
lindackeria;;PROPN_SCI;;
lindsey;;PROPN_NAM;;
lines;;F;;
lingard;;PROPN_NAM;;
linguistic;;F;;
linguistique;;F;;
links;;F;;
lion;;F;;
lionel;;PROPN_NAM;;
liongolah;;PROPN_NAM;;
lions;;PROPN_ORG;;
liquidation;;F;;
lira, malira;;PROPN_CUR;;
lisa;;PROPN_NAM;;
lisandro;;PROPN_NAM;;
lisbon;;PROPN_LOC;;
lisieux;;F;;
lissu;;PROPN_NAM;;
list;;F;;
liste;;F;;
listre;;PROPN_LOC;;
litteratures;;F;;
live;;F;;
liverpool;;PROPN_LOC;;
lives;;F;;
livingston;;PROPN_NAM;;
livingstone;;PROPN_NAM;;
livre;;F;;
liz;;PROPN_NAM;;
lloris;;PROPN_NAM;;
lloyd;;PROPN_NAM;;
lo;;PROPN_NAM;;
locatelli;;PROPN_NAM;;
loftus;;PROPN_NAM;;
loi;;F;;
lois;;F;;
loketo;;PROPN_NAM;;
lola;;PROPN_NAM;;
london;;PROPN_LOC;;londres
long;;F;;
longstaff;;PROPN_NAM;;
longue;;F;;
lopez;;PROPN_NAM;;
lord;;PROPN_NAM;;
lords;;PROPN_NAM;;
loris;;PROPN_NAM;;
lorraine;;F;;
lorsqu;;F;;
lorsque;;F;;
los;;PROPN_LOC;;
loti;;PROPN_NAM;;
louange;;F;;
louis;;PROPN_NAM;;
louise;;PROPN_NAM;;
louisiana;;PROPN_LOC;;
lourdes;;PROPN_LOC;;
lourenço;;PROPN_NAM;;
louvain;;F;;
love;;F;;
lpg;;PROPN_ORG;;
lt;;PROPN_ORG;;
lu;;F;;
luc;;PROPN_NAM;;
lucas;;PROPN_NAM;;
luce;;F;;
lucie;;PROPN_NAM;;
lucio;;PROPN_NAM;;
ludoviko;;PROPN_NAM;;
lugola;;PROPN_NAM;;
luhansk;;PROPN_LOC;;
lui;;F;;
luigino;;PROPN_NAM;;
luis;;PROPN_NAM;;
luiz;;PROPN_NAM;;
luka;;PROPN_NAM;;
lukashenko;;PROPN_NAM;;
luke;;PROPN_NAM;;
lula;;PROPN_NAM;;
lumiere;;F;;
lumumba;;PROPN_NAM;;
lundi;;F;;
luque;;PROPN_NAM;;
lusaka;;PROPN_LOC;;
lusiya;;PROPN_NAM;;
luteri;;PROPN_NAM;;
luther;;PROPN_NAM;;
lutte;;F;;
luuk;;PROPN_NAM;;
luxemburgu;;PROPN_LOC;;"luxembourg;luxemburg;luxamburgo;luxambur;luxamburgu"
lviv;;PROPN_LOC;;lyiv
lwanga;;PROPN_NAM;;
lwesso;;PROPN_NAM;;
lycee;;F;;
lydia;;PROPN_NAM;;
lyduine;;PROPN_NAM;;
lyman;;PROPN_ORG;;
lyndon;;PROPN_NAM;;
lynn;;PROPN_NAM;;
lyon;;PROPN_LOC;;
lyoya;;PROPN_NAM;;
lyse;;PROPN_NAM;;
lysychansk;;PROPN_LOC;;
lyubimivka;;PROPN_LOC;;
mabonge;;PROPN_NAM;;
mabushi;;PROPN_NAM;;
macharia;;PROPN_NAM;;
machine;;F;;
mackenzie;;PROPN_ORG;;
macky;;PROPN_NAM;;
macron;;PROPN_NAM;;
madagasikari;;PROPN_LOC;;"madagascar;madagaskari;maragasi;maragashi"
madalena;;PROPN_NAM;;
madame;;F;;
madascaricusis;;PROPN_SCI;;
maddison;;PROPN_NAM;;
madeleine;;F;;
mademoiselle;;F;;
madiyani;;PROPN_LOC;;
madrid;;PROPN_LOC;;
maduro;;PROPN_NAM;;
mafe;;PROPN_NAM;;
magalena;;PROPN_NAM;;
magar;;PROPN_NAM;;
magasin;;F;;
magazine;;F;;
magdalena;;PROPN_NAM;;
maggy;;PROPN_NAM;;
magic;;F;;
magistral;;F;;
magistrat;;F;;
magufuli;;PROPN_NAM;;
maguire;;PROPN_NAM;;
mahamat;;PROPN_NAM;;
mahdi;;PROPN_NAM;;
maheshe;;PROPN_NAM;;
mai;;F;;
maiden;;F;;
mail;;F;;
main;;F;;
maine;;PROPN_LOC;;
maintenant;;F;;
mainz;;PROPN_LOC;;
maire;;F;;
mairie;;F;;
mais;;F;;
maishman;;PROPN_NAM;;
maison;;F;;
maitre;;F;;
majesty;;PROPN_NAM;;
major;;F;;
majorite;;F;;
makamba;;PROPN_LOC;;
make;;F;;
makebuko;;PROPN_LOC;;
mal;;F;;
mala;;PROPN_LOC;;
malala;;PROPN_NAM;;
malariya;;PROPN_SCI;;malaria
malheureusement;;F;;
malinowski;;PROPN_NAM;;
malta;;PROPN_LOC;;malita
malte;;PROPN_NAM;;
mamady;;PROPN_NAM;;
maman;;F;;
man;;F;;
manasse;;PROPN_NAM;;
manche;;F;;
manchester;;PROPN_LOC;;
mancini;;PROPN_NAM;;
mandat;;F;;
mandela;;PROPN_NAM;;
mandzukic;;PROPN_NAM;;
mané;;PROPN_NAM;;
manege;;F;;
maneno;;PROPN_NAM;;
manhattan;;PROPN_LOC;;
manifestation;;F;;
manirakiza;;PROPN_NAM;;
manirakoze;;PROPN_NAM;;
manishimwe;;PROPN_NAM;;
manque;;F;;
mansour;;PROPN_NAM;;
manuel;;PROPN_NAM;;
manuscrit;;F;;
mao;;PROPN_NAM;;
maquette;;F;;
maradona;;PROPN_NAM;;
maragarine;;F;;
maragarita;;PROPN_NAM;;
maramvya;;PROPN_LOC;;
marano;;PROPN_NAM;;
marathon;;F;;
marawi;;PROPN_LOC;;malawi
marburg;;PROPN_LOC;;
marc;;PROPN_NAM;;
marceline;;PROPN_NAM;;
marcelo;;PROPN_NAM;;
march;;F;;
marche;;F;;
marciane;;PROPN_NAM;;
marco;;PROPN_NAM;;
marcos;;PROPN_NAM;;
marcus;;PROPN_NAM;;
mardi;;F;;
mareziya;;PROPN_LOC;;"malaysia;maleziya;malezi"
margaret;;PROPN_NAM;;
margarita;;PROPN_NAM;;
marguerite;;PROPN_NAM;;
mari;;PROPN_LOC;;mali
maria;;PROPN_NAM;;
maría;;PROPN_NAM;;
mariage;;F;;
mariah;;PROPN_NAM;;
mariana;;PROPN_NAM;;
marie;;PROPN_NAM;;
marina;;PROPN_NAM;;
marine;;F;;
mario;;PROPN_NAM;;
mariselina;;PROPN_NAM;;
mariserina;;PROPN_NAM;;
marita;;PROPN_NAM;;
mariupol;;PROPN_LOC;;
mariy;;PROPN_NAM;;
mariya;;PROPN_NAM;;
mariyana;;PROPN_NAM;;
mariza;;PROPN_NAM;;
mark;;PROPN_NAM;;
marko;;PROPN_NAM;;
marley;;PROPN_NAM;;
maroke;;PROPN_LOC;;"maroc;morocco;maroki;marokani"
marque;;F;;
marriage;;F;;
mars;;F;;
marseille;;PROPN_LOC;;
martha;;PROPN_NAM;;
marthe;;PROPN_NAM;;
martial;;F;;
martin;;PROPN_NAM;;
martine;;PROPN_NAM;;
martinez;;PROPN_NAM;;
martino;;PROPN_NAM;;
mary;;PROPN_NAM;;
maryland;;PROPN_LOC;;
marzio;;PROPN_NAM;;
masa ;;PROPN_ORG;;
masedwani;;PROPN_LOC;;"macedoine;masedwani;masedoniya"
masisi;;PROPN_NAM;;
mason;;PROPN_NAM;;
massachusetts;;PROPN_LOC;;
massimiliano;;PROPN_NAM;;
massoud;;PROPN_NAM;;
master;;F;;
masteur;;F;;
mat;;F;;
matakamba;;PROPN_NAM;;
matata;;F;;
match;;F;;
maternelle;;F;;
matheus;;PROPN_NAM;;
mathias;;PROPN_NAM;;
mathieu;;PROPN_NAM;;
mathilda;;PROPN_NAM;;
matiang;;PROPN_NAM;;
matiere;;F;;
matilda;;PROPN_NAM;;
matin;;F;;
matirida;;PROPN_NAM;;
matiyasi;;PROPN_NAM;;
matt;;PROPN_NAM;;
matter;;F;;
matthäus;;PROPN_NAM;;
matthew;;PROPN_NAM;;
matthijs;;PROPN_NAM;;
matturie;;PROPN_NAM;;
maulana;;PROPN_NAM;;
maung;;PROPN_NAM;;
maurer;;PROPN_NAM;;
maurice;;PROPN_NAM;;
mauricio;;PROPN_NAM;;
mauro;;PROPN_NAM;;
max;;PROPN_NAM;;
maxim;;PROPN_NAM;;
maxime;;PROPN_NAM;;
maximiliyano;;PROPN_NAM;;
may;;PROPN_NAM;;
maya;;PROPN_NAM;;
mayer;;PROPN_NAM;;
mayfair;;PROPN_LOC;;
mays;;PROPN_NAM;;
maza;;PROPN_NAM;;
mazar;;PROPN_LOC;;
maziyateke;;PROPN_NAM;;
mbanzamihigo;;PROPN_NAM;;
mbappe;;PROPN_NAM;;
mbarushimana;;PROPN_NAM;;
mbinga;;PROPN_NAM;;
mbonimpa;;PROPN_NAM;;
mccallum;;PROPN_NAM;;
mccarrick;;PROPN_NAM;;
mccarthy;;PROPN_NAM;;
mcconnell;;PROPN_NAM;;
mckenzie;;PROPN_NAM;;
mclaurin;;PROPN_NAM;;
meadows;;F;;
medecins;;F;;
médecins;;F;;
medellín;;PROPN_LOC;;
media;;F;;
mediatrice;;F;;
medicaid;;PROPN_ORG;;
medical;;F;;
medicine;;F;;
medina;;PROPN_NAM;;
mediterranee;;PROPN_LOC;;"mediterrannee;méditerranée"
medvedev;;PROPN_NAM;;
megan;;PROPN_NAM;;
meghan;;PROPN_NAM;;
meisel;;PROPN_NAM;;
melance;;PROPN_NAM;;
melania;;PROPN_NAM;;
melanie;;PROPN_NAM;;
melbourne;;PROPN_LOC;;
melchiade;;F;;
melchior;;PROPN_NAM;;
melchiori;;PROPN_NAM;;
mélenchon;;PROPN_NAM;;
meli;;PROPN_NAM;;
melinda;;PROPN_NAM;;
melise;;PROPN_NAM;;
melissa;;PROPN_NAM;;
melitopol;;PROPN_LOC;;
melodica;;F;;
membres;;F;;
meme;;F;;
memes;;F;;
memoire;;F;;
memos;;F;;
memphis;;PROPN_LOC;;
men;;F;;
menace;;F;;
mendes;;PROPN_NAM;;
mendy;;PROPN_NAM;;
meng;;PROPN_NAM;;
mentalite;;F;;
mepris;;F;;
mercato;;F;;
merchant;;F;;
merchior;;PROPN_NAM;;
merci;;F;;
mercredi;;F;;
mercury;;F;;
merkel;;PROPN_NAM;;
mes;;F;;
message;;F;;
messager;;F;;
messe;;F;;
messi;;PROPN_NAM;;
mestre;;F;;
mesure;;F;;
mesut;;PROPN_NAM;;
methode;;F;;
méthode;;F;;
methodes;;F;;
metier;;F;;
metoo;;PROPN_ORG;;
metro;;F;;
mettre;;F;;
mexike;;PROPN_LOC;;"mexico;mexique;mexiko"
meyer;;PROPN_NAM;;
mezopotamiya;;PROPN_LOC;;
mffps;;PROPN_ORG;;
mgadalena;;F;;
miami;;PROPN_LOC;;
michael;;PROPN_NAM;;
michel;;PROPN_NAM;;
michelle;;PROPN_NAM;;
michigan;;PROPN_LOC;;
micombero;;PROPN_NAM;;
micro;;F;;
microbe;;F;;
microsoft;;PROPN_ORG;;
mid;;F;;
middle;;F;;
middlesbrough;;PROPN_ORG;;
midem ;;PROPN_ORG;;
midi;;F;;
mieux;;F;;
mihaylov;;PROPN_NAM;;
mikaeli;;PROPN_NAM;;
mikaheli;;PROPN_NAM;;
mikaheri;;PROPN_NAM;;
mikel;;PROPN_NAM;;
mikhail;;PROPN_NAM;;
mikkel;;PROPN_NAM;;
milan;;PROPN_LOC;;milano
milburga;;PROPN_NAM;;
milenkovic;;PROPN_NAM;;
milinkovic;;PROPN_NAM;;
militaire;;F;;
milk;;F;;
mille;;F;;
millennia;;F;;
miller;;PROPN_NAM;;
milles;;F;;
milley;;PROPN_NAM;;
milliards;;F;;
million;;F;;
millions;;F;;
milosevich;;PROPN_NAM;;
milwaukee;;PROPN_LOC;;
min;;PROPN_SCI;;
minc;;PROPN_NAM;;
minerval;;F;;
mines;;F;;
minimum;;F;;
ministere;;F;;
ministerielle;;F;;
ministre;;F;;
minneapolis;;PROPN_LOC;;
minnesota;;PROPN_LOC;;
minsk;;PROPN_LOC;;
minuit;;F;;
minusca;;PROPN_ORG;;
minute;;F;;
minutes;;F;;
mireille;;PROPN_NAM;;
miriyam;;PROPN_NAM;;
miron;;PROPN_NAM;;
mirroir;;F;;
mirror;;F;;
mis;;F;;
misago;;PROPN_NAM;;
misigaro;;PROPN_NAM;;
misiri;;PROPN_LOC;;"egypt;egiputa;misri;mirisi"
miss;;PROPN_NAM;;
missile;;F;;
missiles;;F;;
missing;;F;;
mission;;F;;
missionnaire;;F;;
missionnaires;;F;;
missions;;F;;
mississippi;;PROPN_LOC;;
missouri;;PROPN_LOC;;
mister;;F;;
mitch;;PROPN_NAM;;
ml;;PROPN_ORG;;
mls;;PROPN_ORG;;
mmds ;;PROPN_ORG;;
mms ;;PROPN_ORG;;
moab;;PROPN_LOC;;
mobicash;;PROPN_ORG;;
mobile;;F;;
mobutu;;PROPN_NAM;;
moctar;;PROPN_NAM;;
moderna;;PROPN_ORG;;
moderne;;F;;
modi;;PROPN_NAM;;
modric;;PROPN_NAM;;
moere;;F;;
mogadishu;;PROPN_LOC;;
mohamed;;PROPN_NAM;;
mohamedi;;PROPN_NAM;;
mohammad;;PROPN_NAM;;
mohammadi;;PROPN_NAM;;
mohammed;;PROPN_NAM;;
mohamud;;PROPN_NAM;;
mohsen;;PROPN_NAM;;
moi;;F;;
moins;;F;;
mois;;F;;
moise;;F;;
moïse;;PROPN_NAM;;
moldaviya;;PROPN_LOC;;"moldavie;moldova"
molly;;PROPN_NAM;;
mombasa;;PROPN_LOC;;
moment;;F;;
momordia;;PROPN_SCI;;
mon;;F;;
monako;;PROPN_LOC;;monaco
monarchie;;F;;
monchengladbach;;PROPN_LOC;;mönchengladbach
monde;;F;;
mondial;;F;;
mondiale;;F;;
mongoliya;;PROPN_LOC;;"mongoriya;mongori"
monique;;PROPN_NAM;;
monitor;;F;;
monitoring;;F;;
monkeypox;;PROPN_SCI;;
monrovia;;PROPN_LOC;;
monsieur;;F;;
montage;;F;;
montazeri;;PROPN_NAM;;
montenegro;;PROPN_LOC;;
montgomery;;PROPN_NAM;;
montpellier;;PROPN_LOC;;
montreal;;PROPN_LOC;;
monusco;;PROPN_ORG;;
moon;;F;;
moore;;PROPN_NAM;;
morata;;PROPN_NAM;;
mordaunt;;F;;
moreno;;PROPN_NAM;;
morgan;;PROPN_NAM;;
moris;;PROPN_NAM;;
morise;;PROPN_LOC;;"mauritius;morisiya"
moritaniya;;PROPN_LOC;;mauritania
morning;;F;;
morrison;;PROPN_NAM;;
mort;;F;;
mose;;PROPN_NAM;;
moses;;PROPN_NAM;;
moskovsky;;PROPN_ORG;;
moskva;;PROPN_LOC;;"moscou;moscow"
mossad;;PROPN_ORG;;
mossi;;PROPN_NAM;;
motsepe;;PROPN_NAM;;
mount;;PROPN_LOC;;
mourinho;;PROPN_NAM;;
moussa;;PROPN_NAM;;
mousse;;F;;
mouton;;F;;
mouvement;;F;;
movement;;F;;
moyen;;F;;
moyens;;F;;
moyo;;PROPN_NAM;;
mozambike;;PROPN_LOC;;"mozambique;mozambiki"
mpawenimana;;PROPN_NAM;;
mr;;PROPN_ORG;;
msd;;PROPN_ORG;;
mtn;;PROPN_ORG;;
mububirigi;;F;;
mudge;;PROPN_NAM;;
mueller;;PROPN_NAM;;
muellernus;;PROPN_SCI;;
mufaume;;PROPN_NAM;;
mugabe;;PROPN_NAM;;
mugisha;;PROPN_NAM;;
mugongomanga;;PROPN_LOC;;
muhamedi;;PROPN_NAM;;
muhammad;;PROPN_NAM;;
muhammadu;;PROPN_NAM;;
muhirwa;;PROPN_NAM;;
muhoriwabo;;PROPN_NAM;;
mukambwa;;PROPN_NAM;;
mukamunwa;;PROPN_NAM;;
mukeshimana;;PROPN_NAM;;
mulenda;;PROPN_NAM;;
mullah;;PROPN_NAM;;
muller;;PROPN_NAM;;
mumba;;PROPN_NAM;;
mumbai;;PROPN_LOC;;
mundo;;F;;
munich;;PROPN_LOC;;münchen
municipal;;F;;
murenge;;PROPN_LOC;;
murerantunda;;PROPN_NAM;;
murĩithi;;PROPN_NAM;;
murphy;;PROPN_NAM;;
murray;;PROPN_NAM;;
musaninka;;PROPN_NAM;;
musee;;F;;
music;;F;;
musimbwa;;PROPN_NAM;;
musk;;PROPN_NAM;;
mussie;;PROPN_NAM;;
must;;F;;
mutari;;PROPN_NAM;;
mutuelle;;F;;
muyinga;;PROPN_LOC;;
mv;;NUM_ROM;;
mwakiro;;PROPN_NAM;;
mwamba;;PROPN_NAM;;
mwambe;;PROPN_NAM;;
mwanga;;PROPN_NAM;;
mwaro;;PROPN_LOC;;
mwezi;;PROPN_NAM;;
myanmar;;PROPN_LOC;;"burma;birmanie;miyanmari"
mykhailo;;PROPN_NAM;;
mykhaylo;;PROPN_NAM;;
mykolaiv;;PROPN_NAM;;
myles;;PROPN_NAM;;
myocardite;;PROPN_SCI;;
myocarditis;;PROPN_SCI;;
nacional;;F;;
nadia;;PROPN_NAM;;
nadine;;PROPN_NAM;;
naftali;;PROPN_NAM;;
nagaenthran;;PROPN_NAM;;
nagasaki;;PROPN_LOC;;
nagelsmann;;PROPN_NAM;;
nairobi;;PROPN_LOC;;
naissance;;F;;
nakarutimana;;PROPN_NAM;;
nakiteretse;;PROPN_NAM;;
name;;F;;
namibiya;;PROPN_LOC;;namibia
nancy;;PROPN_NAM;;
nanjing;;PROPN_LOC;;
nantes;;PROPN_LOC;;
naomi;;PROPN_NAM;;
napoleon;;PROPN_NAM;;
napoli;;PROPN_LOC;;
narratif;;F;;
nasa;;PROPN_ORG;;
nasser;;PROPN_NAM;;
natacha;;PROPN_NAM;;
natalia;;PROPN_NAM;;
nataliya;;PROPN_NAM;;
natanaeli;;PROPN_NAM;;
natariya;;PROPN_NAM;;
natha;;PROPN_NAM;;
nathan;;PROPN_NAM;;
nathaniel;;PROPN_NAM;;
nation;;F;;
national;;F;;
nationale;;F;;
nationales;;F;;
nations;;F;;
native;;F;;
nature;;F;;
nautique;;F;;
navalny;;PROPN_NAM;;
navy;;PROPN_ORG;;
nayubu;;PROPN_NAM;;
nazarbayev;;PROPN_NAM;;
nazareti;;PROPN_LOC;;
nba;;PROPN_ORG;;
nbc;;PROPN_ORG;;
ndabarushimana;;PROPN_NAM;;
ndabihawenimana;;PROPN_NAM;;
ndabihayimana;;PROPN_NAM;;
ndadaye;;PROPN_NAM;;
ndagijimana;;PROPN_NAM;;
ndayisaba;;PROPN_NAM;;
ndayisenga;;PROPN_NAM;;
ndayishimiye;;PROPN_NAM;;
ndayishinguje;;PROPN_NAM;;
ndayitwayeko;;PROPN_NAM;;
ndayizeye;;PROPN_NAM;;
ndayizigiye;;PROPN_NAM;;
ndc;;PROPN_ORG;;
ndereyimana;;PROPN_NAM;;
ndikimana;;PROPN_NAM;;
ndikumana;;PROPN_NAM;;
ndoricimpa;;PROPN_NAM;;
nduwayezu;;PROPN_NAM;;
nduwayo;;PROPN_NAM;;
nduwimana;;PROPN_NAM;;
nebenzia;;PROPN_NAM;;
necessaire;;F;;
nedc;;PROPN_ORG;;
neema;;PROPN_NAM;;
neftali;;PROPN_NAM;;
negatif;;F;;
neige;;F;;
neil;;PROPN_NAM;;
nelly;;PROPN_NAM;;
nelson;;PROPN_NAM;;
nelsoni;;PROPN_NAM;;
nemtsov;;PROPN_NAM;;
nepare;;PROPN_LOC;;"nepal;nepari;nepali"
nepetifolia;;PROPN_SCI;;
nestor;;PROPN_NAM;;
nestori;;PROPN_NAM;;
netanyahu;;PROPN_NAM;;
network;;F;;
neuer;;PROPN_NAM;;
neuf;;F;;
neutre;;F;;
neuve;;F;;
neuvieme;;F;;
nevada;;PROPN_LOC;;
neves;;PROPN_NAM;;
neville;;PROPN_LOC;;
new;;F;;
newcastle;;PROPN_LOC;;
newfoundland;;PROPN_LOC;;
news;;F;;
newsbeat;;PROPN_ORG;;
newsday;;PROPN_ORG;;
newshour;;PROPN_ORG;;
newsnight;;PROPN_ORG;;
neymar;;PROPN_NAM;;
nez;;F;;
nfl;;PROPN_ORG;;
ngagara;;PROPN_NAM;;
ngendakuriyo;;PROPN_NAM;;
ngiriyabandi;;PROPN_NAM;;
ngomirakiza;;PROPN_NAM;;
ngozi;;PROPN_LOC;;
nhs;;PROPN_ORG;;
nicd;;PROPN_ORG;;
nice;;F;;
nicholas;;PROPN_NAM;;
nick;;PROPN_NAM;;
nickel;;PROPN_NAM;;
nicky;;PROPN_NAM;;
nicolas;;PROPN_NAM;;
nicole;;PROPN_NAM;;
nicolo;;PROPN_NAM;;
niguez;;PROPN_NAM;;
nijeri;;PROPN_LOC;;"nigera;niger;nijer"
nijeriya;;PROPN_LOC;;"nigeria;nigeriya"
nikaragwa;;PROPN_LOC;;nicaragua
nike;;PROPN_ORG;;
nikita;;PROPN_NAM;;
nikodemu;;PROPN_NAM;;
nikola;;PROPN_NAM;;
nikolai;;PROPN_NAM;;
nili;;PROPN_LOC;;"nil;nile"
nilotica;;PROPN_SCI;;
nimpagaritse;;PROPN_NAM;;
nimubona;;PROPN_NAM;;
nina;;PROPN_NAM;;
nine;;F;;
ninette;;PROPN_NAM;;
nininahazwe;;PROPN_NAM;;
niveau;;F;;
nixon;;PROPN_NAM;;
niyibigira;;PROPN_NAM;;
niyongabo;;PROPN_NAM;;
niyonkuru;;PROPN_NAM;;
niyonsaba;;PROPN_NAM;;
niyonsenga;;PROPN_NAM;;
niyonzima;;PROPN_NAM;;
nizigimana;;PROPN_NAM;;
nizigiyimana;;PROPN_NAM;;
nizigiyimana;;PROPN_NAM;;
njejimana;;PROPN_NAM;;
nkeshimana;;PROPN_NAM;;
nkobokobo;;PROPN_NAM;;
nkunduwiga;;PROPN_NAM;;
nkunzimana;;PROPN_NAM;;
nkurimwonga;;PROPN_VEG;;
nkurunziza;;PROPN_NAM;;
nld;;PROPN_ORG;;
nnoc;;PROPN_ORG;;
noah;;PROPN_NAM;;
nobel;;PROPN_NAM;;
node;;F;;
noel;;F;;
noël;;F;;
noëlla;;PROPN_NAM;;
noerautahenia;;PROPN_SCI;;
noir;;F;;
noire;;F;;
nom;;F;;
nombre;;F;;
noms;;F;;
nooitmeer;;PROPN_NAM;;
norbert;;PROPN_NAM;;
nord;;F;;
noriega;;PROPN_NAM;;
normal;;F;;
normalement;;F;;
noroveji;;PROPN_LOC;;"norveje;noroveje;norvege;norwegian;norveji"
north;;PROPN_SCI;;
northern;;PROPN_SCI;;
norwich;;PROPN_LOC;;
not;;F;;
notamment;;F;;
notes;;F;;
nothomb;;F;;
notion;;F;;
notre;;F;;
nottingham;;PROPN_LOC;;
nous;;F;;
nouveau;;F;;
nouveaux;;F;;
nouvelle;;F;;
nouvelles;;F;;
nouwens;;PROPN_NAM;;
novak;;PROPN_NAM;;
novembre;;F;;
novichok;;PROPN_SCI;;
novopskov;;PROPN_NAM;;
now;;F;;
noweli;;PROPN_REL;;noeli
npp;;PROPN_ORG;;
nra;;PROPN_ORG;;
nrf;;PROPN_ORG;;
nrm;;PROPN_ORG;;
nsabimana;;PROPN_NAM;;
nsabinganji;;PROPN_NAM;;
nsavyimana;;PROPN_NAM;;
nsengimana;;PROPN_NAM;;
nsengiyumva;;PROPN_NAM;;
nshemezimana;;PROPN_NAM;;
nshimirimana;;PROPN_NAM;;
ntahokaja;;PROPN_NAM;;
ntakarutimana;;PROPN_NAM;;
ntakirutimana;;PROPN_NAM;;
ntakirutimana;;PROPN_NAM;;
ntakobatagize;;PROPN_NAM;;
ntibuhunwa;;PROPN_VEG;;
ntic ;;PROPN_ORG;;
ntunzwenimana;;PROPN_NAM;;
nucleaire;;F;;
number;;F;;
numbered;;F;;
nun;;F;;
nyabikere;;PROPN_LOC;;
nyamiyonga;;PROPN_NAM;;
nyampagarara;;PROPN_VEG;;
nyankurubike;;PROPN_NAM;;
nyarucari;;PROPN_NAM;;
nyarugusu;;PROPN_LOC;;
nyenimana;;PROPN_NAM;;
nzambimana;;PROPN_NAM;;
nzeyimana;;PROPN_NAM;;
nzeyimana;;PROPN_NAM;;
nzohabonimana;;PROPN_NAM;;
nzokizwanimana;;PROPN_NAM;;
obama;;PROPN_NAM;;
obasanjo;;PROPN_NAM;;
objectif;;F;;
objet;;F;;
objets;;F;;
oblige;;F;;
observation;;F;;
observations;;F;;
observatoire;;F;;
obstat;;F;;
obtention;;F;;
obtusifolia;;PROPN_SCI;;
occasion;;F;;
occupe;;F;;
ocha;;PROPN_ORG;;
octave;;PROPN_NAM;;
octobre;;F;;
odegaard;;PROPN_NAM;;
odesa;;PROPN_LOC;;
odette;;PROPN_NAM;;
odinga;;PROPN_NAM;;
odoi;;PROPN_NAM;;
of;;F;;
off;;F;;
office;;F;;
officier;;F;;
officiers;;F;;
ogun;;PROPN_LOC;;
ogustino;;PROPN_NAM;;
ogusto;;PROPN_NAM;;
ohio;;PROPN_LOC;;
oif ;;PROPN_ORG;;
oim;;PROPN_ORG;;
okapi;;PROPN_ORG;;
oklahoma;;PROPN_LOC;;
ola;;PROPN_ORG;;
olaf;;PROPN_NAM;;
old;;F;;
oldsmar;;PROPN_LOC;;
ole;;PROPN_NAM;;
oleh;;PROPN_NAM;;
oleksandr;;PROPN_NAM;;
oleksandrivka;;PROPN_LOC;;
oleksii;;PROPN_NAM;;
oleksiy;;PROPN_NAM;;
olempike;;PROPN_ORG;;"olympike;olympics;olympic;olympiakos"
olena;;PROPN_NAM;;
oliva;;PROPN_NAM;;
oliver;;PROPN_NAM;;
oliveti;;PROPN_ORG;;
olivier;;PROPN_NAM;;
olomide;;PROPN_ORG;;
olucom;;PROPN_ORG;;
olucome;;PROPN_ORG;;
olusegun;;PROPN_NAM;;
olympe;;PROPN_NAM;;
olympique;;F;;
omani;;PROPN_LOC;;oman
omar;;PROPN_LOC;;
omc;;PROPN_ORG;;
omega;;PROPN_SCI;;
omicron;;PROPN_SCI;;
ompi ;;PROPN_ORG;;
oms;;PROPN_ORG;;
on;;F;;
onatel ;;PROPN_ORG;;
oncle;;F;;
ondes;;F;;
ondurasi;;PROPN_LOC;;honduras
one;;F;;
onesime;;PROPN_NAM;;
onesphore;;PROPN_NAM;;
ongwen;;PROPN_NAM;;
online;;F;;
onpr;;PROPN_ORG;;
ont;;F;;
ontario;;PROPN_LOC;;
onu;;PROPN_ORG;;
onyango;;PROPN_NAM;;
onze;;F;;
open;;F;;
operation;;F;;
opposition;;F;;
oprah;;PROPN_NAM;;
opulifolium;;PROPN_SCI;;
or;;F;;
orale;;F;;
orales;;F;;
ordinair;;F;;
ordinaire;;F;;
ordinateur;;F;;
ordinateurs;;F;;
ordonnance;;F;;
ordonne;;F;;
ordre;;F;;
oregon;;PROPN_LOC;;
org;;PROPN_ORG;;
organic;;F;;
organics;;PROPN_ORG;;
organisation;;F;;
organization;;F;;
oriental;;F;;
orientalis;;PROPN_SCI;;
orientation;;F;;
origine;;F;;
origines;;F;;
orion;;PROPN_ORG;;
orla;;PROPN_NAM;;
orlando;;PROPN_LOC;;
orléans;;PROPN_LOC;;
orlov;;PROPN_NAM;;
ornella;;PROPN_NAM;;
oromia;;PROPN_LOC;;
orthodox;;F;;
orthodoxe;;F;;
oryem;;PROPN_NAM;;
osama;;PROPN_NAM;;
osayande;;PROPN_NAM;;
oscar;;PROPN_NAM;;
osce;;PROPN_ORG;;
osman;;PROPN_NAM;;
ostrariya;;PROPN_LOC;;"australia;australian"
oswaldi;;PROPN_NAM;;
otan;;PROPN_ORG;;nato
otraco;;PROPN_ORG;;
otrishe;;PROPN_LOC;;"autriche;austria"
ottawa;;PROPN_LOC;;
ou;;F;;
ouagadougou;;PROPN_LOC;;
ouane;;PROPN_NAM;;
ouattara;;PROPN_NAM;;
oui;;F;;
ousmane;;PROPN_NAM;;
out;;F;;
outer;;F;;
ouverture;;F;;
ouvrage;;F;;
ovd;;PROPN_ORG;;
