id;kirundi0;prefix;stem;stem_perf;perf;plural;type;class2;class2p;kirundi0_a;prefix_a;stem_a;stem_perf_a;noPlural;pluralFull;sourceLanguage
5622;ivu;i;vu;;;;1;5;NULL;;;;;1;;NULL
5623;vuba;;vuba;;;;6;NULL;NULL;;;;;0;;NULL
5624;kuvuba;ku;vuba;vuvye;vye;;0;NULL;NULL;;;;;0;;NULL
5625;umuvuba;umu;vuba;;;imi;1;3;4;;;;;0;;NULL
5626;kuvubwa;ku;vubwa;vubiwe;biwe;;0;NULL;NULL;kuvubga;;vubga;;0;;NULL
5627;ivubi;i;vubi;;;ama;1;5;6;;;;;0;;NULL
5628;kuvubika;ku;vubika;vubitse;tse;;0;NULL;NULL;;;;;0;;NULL
5629;kuvubira;ku;vubira;vubiye;ye;;0;NULL;NULL;;;;;0;;NULL
5630;kuvubisha;ku;vubisha;vubishije;shije;;0;NULL;NULL;;;;;0;;NULL
5631;imvubu;im;vubu;;;im;1;9;10;;;;;0;;NULL
5632;kuvuduka;ku;vuduka;vudutse;tse;;0;NULL;NULL;;;;;0;;NULL
5633;kuvuga;ku;vuga;vuze;ze;;0;NULL;NULL;;;;;0;;NULL
5634;irivuga;iri;vuga;;;ama;1;5;6;;;;;0;;NULL
5635;kuvugana;ku;vugana;vuganye;nye;;0;NULL;NULL;;;;;0;;NULL
5636;imvugarimwe;im;vugarimwe;;;im;1;9;10;;;;;0;;NULL
5637;kuvugira;ku;vugira;vugiye;ye;;0;NULL;NULL;;;;;0;;NULL
5638;umuvugire;umu;vugire;;;imi;1;3;4;;;;;0;;NULL
5639;kuvugisha;ku;vugisha;vugishije;shije;;0;NULL;NULL;;;;;0;;NULL
5640;imvugo;uru;vugo;;;im;1;9;10;;;;;0;;NULL
5641;kuvugumuka;ku;vugumuka;vugumutse;tse;;0;NULL;NULL;;;;;0;;NULL
5642;kuvuguta;ku;vuguta;vuguse;se;;0;NULL;NULL;;;;;0;;NULL
5643;kuvugutirwa;ku;vugutirwa;vugutiwe;we;;0;NULL;NULL;;;;;0;;NULL
5644;umuvuguvugu;umu;vuguvugu;;;imi;1;3;4;;;;;0;;NULL
5645;kuvugwa;ku;vugwa;vuzwe;zwe;;0;NULL;NULL;;;;;0;;NULL
5646;umuvugwa;umu;vugwa;;;imi;1;3;4;;;;;0;;NULL
5647;kuvuka;ku;vuka;vutse;tse;;0;NULL;NULL;;;;;0;;NULL
5648;amavuka;ama;vuka;;;;1;NULL;6;;;;;0;;NULL
5649;kuvukana;ku;vukana;vukanye;nye;;0;NULL;NULL;;;;;0;;NULL
5650;kuvukira;ku;vukira;vukiye;ye;;0;NULL;NULL;;;;;0;;NULL
5651;kuvuma;ku;vuma;vumye;mye;;0;NULL;NULL;;;;;0;;NULL
5652;kuvumana;ku;vumana;vumanye;nye;;0;NULL;NULL;;;;;0;;NULL
5653;kuvumba;ku;vumba;vumvye;mvye;;0;NULL;NULL;;;;;0;;NULL
5654;ikivumbiko;iki;vumbiko;;;ibi;1;7;8;;;;;0;;NULL
5655;kuvumbura;ku;vumbura;vumbuye;ye;;0;NULL;NULL;;;;;0;;NULL
5656;ikivume;iki;vume;;;ibi;1;7;8;;;;;0;;NULL
5657;kuvumereza;ku;vumereza;vumereje;je;;0;NULL;NULL;;;;;0;;NULL
5658;kuvumira;ku;vumira;vumiye;ye;;0;NULL;NULL;;;;;0;;NULL
5659;umuvumo;umu;vumo;;;imi;1;3;4;;;;;0;;NULL
5660;ubuvumo;ubu;vumo;;;;1;14;NULL;;;;;1;;NULL
5661;umuvumu;umu;vumu;;;imi;1;3;4;;;;;0;;NULL
5662;imvumure;im;vumure;;;im;1;9;10;;;;;0;;NULL
5663;umuvumvu;umu;vumvu;;;imi;1;3;4;;;;;0;;NULL
5664;ikivumvu;iki;vumvu;;;ibi;1;7;8;;;;;0;;NULL
5665;kuvumwa;ku;vumwa;vumwe;mwe;;0;NULL;NULL;;;;;0;;NULL
5666;kuvuna;ku;vuna;vunye;nye;;0;NULL;NULL;;;;;0;;NULL
5667;kuvunagura;ku;vunagura;vunaguye;ye;;0;NULL;NULL;;;;;0;;NULL
5668;kuvunagurika;ku;vunagurika;vunaguritse;tse;;0;NULL;NULL;;;;;0;;NULL
5669;kuvunaguza;ku;vunaguza;vunaguje;je;;0;NULL;NULL;;;;;0;;NULL
5670;kuvunda;ku;vunda;vunze;nze;;0;NULL;NULL;;;;;0;;NULL
5671;imvunderi;im;vunderi;;;im;1;9;10;ifunderi;;;;0;;NULL
5672;imvune;im;vune;;;im;1;9;10;;;;;0;;NULL
5673;kuvunga;ku;vunga;vunze;nze;;0;NULL;NULL;;;;;0;;NULL
5674;kuvungagura;ku;vungagura;vungaguye;ye;;0;NULL;NULL;;;;;0;;NULL
5675;kuvungagurika;ku;vungagurika;vungaguritse;tse;;0;NULL;NULL;;;;;0;;NULL
5676;kuvungisha;ku;vungisha;vungishije;shije;;0;NULL;NULL;;;;;0;;NULL
5677;kuvunguka;ku;vunguka;vungutse;tse;;0;NULL;NULL;;;;;0;;NULL
5678;ubuvunguka;ubu;vunguka;;;;1;14;NULL;;;;;1;;NULL
5679;kuvungura;ku;vungura;vunguye;ye;;0;NULL;NULL;;;;;0;;NULL
5680;kuvungurisha;ku;vungurisha;vungurishije;shije;;0;NULL;NULL;;;;;0;;NULL
5681;kuvunika;ku;vunika;vunitse;tse;;0;NULL;NULL;;;;;0;;NULL
5682;kuvunira;ku;vunira;vuniye;ye;;0;NULL;NULL;;;;;0;;NULL
5683;kuvunja;ku;vunja;vunje;nje;;0;NULL;NULL;;;;;0;;NULL
5684;imvunja;im;vūnja;;;im;1;9;10;;;;;0;;NULL
5685;kuvunjira;ku;vunjira;vunjiye;ye;;0;NULL;NULL;;;;;0;;NULL
5686;vunumuhini;;vunumuhini;;;;1;NULL;NULL;;;;;0;;NULL
5687;kuvunwa;ku;vunwa;vunywe;nywe;;0;NULL;NULL;;;;;0;;NULL
5688;umuvunyi;umu;vunyi;;;aba;1;1;2;;;;;0;;NULL
5689;kuvura;ku;vura;vuze;ze;;0;NULL;NULL;;;;;0;;NULL
5690;kuvura;ku;vura;vuye;ye;;0;NULL;NULL;;;;;0;;NULL
5691;imvura;im;vura;;;im;1;9;10;;;;;0;;NULL
5692;kuvurana;ku;vurana;vuranye;nye;;0;NULL;NULL;;;;;0;;NULL
5693;umuvurati;umu;vurati;;;aba;1;1;2;;;;;0;;NULL
5694;imvure;im;vure;;;im;1;9;10;;;;;0;;NULL
5695;imvuridahita;im;vuridahita;;;im;1;9;10;;;;;0;;NULL
5696;kuvurira;ku;vurira;vuriye;ye;;0;NULL;NULL;;;;;0;;NULL
5697;ivuriro;i;vuriro;;;ama;1;5;6;;;;;0;;NULL
5698;kuvurisha;ku;vurisha;vurishije;shije;;0;NULL;NULL;;;;;0;;NULL
5699;kuvurisha;ku;vurisha;vurishije;shije;;0;NULL;NULL;;;;;0;;NULL
5700;imvuru;im;vuru;;;im;1;9;10;;;;;0;;NULL
5701;kuvurunga;ku;vurunga;vurunze;nze;;0;NULL;NULL;;;;;0;;NULL
5702;kuvurungana;ku;vurungana;vurunganye;nye;;0;NULL;NULL;;;;;0;;NULL
5703;umuvurungano;umu;vurungano;;;imi;1;3;4;;;;;0;;NULL
5704;kuvurungisha;ku;vurungisha;vurungishije;shije;;0;NULL;NULL;;;;;0;;NULL
5705;uruvuruvu;uru;vuruvu;;;im;1;11;10;;;;;0;imvuruvu;NULL
5706;kuvurwa;ku;vurwa;vuwe;we;;0;NULL;NULL;;;;;0;;NULL
5707;amavuta;ama;vuta;;;;1;NULL;6;;;;;0;;NULL
5708;kuvutagura;ku;vutagura;vutaguye;ye;;0;NULL;NULL;;;;;0;;NULL
5709;imvuto;im;vuto;;;im;1;9;10;;;;;0;;NULL
5710;uruvuto;uru;vuto;;;im;1;11;10;;;;;0;imvuto;NULL
5711;ikivutu;iki;vutu;;;ibi;1;7;8;;;;;0;;NULL
5712;ivutu;i;vutu;;;;1;9;NULL;;;;;1;;NULL
5713;akavutu;aka;vutu;;;utu;1;12;13;;;;;0;;NULL
5714;kuvuza;ku;vuza;vugije;gije;;0;NULL;NULL;;;;;0;;NULL
5715;kuvuza;ku;vuza;vuje;je;;0;NULL;NULL;;;;;0;;NULL
5716;umuvuzi;umu;vuzi;;;aba;1;1;2;;;;;0;;NULL
5717;imvuzi;im;vuzi;;;im;1;9;10;;;;;0;;NULL
5718;akavuzo;aka;vuzo;;;;1;12;NULL;;;;;1;;NULL
5719;kuvyagira;ku;vyagira;vyagiye;ye;;0;NULL;NULL;;;;;0;;NULL
5720;kuvyara;ku;vyara;vyaye;ye;;0;NULL;NULL;;;;;0;;NULL
5721;bavyara bacu;ba;vyara bacu;;;;1;1;2;;;;;0;;NULL
5722;kuvyarira;ku;vyarira;vyariye;ye;;0;NULL;NULL;;;;;0;;NULL
5723;umuvyaro;umu;vyaro;;;imi;1;3;4;;;;;0;;NULL
5724;uruvyaro;uru;vyaro;;;im;1;11;10;;;;;0;imvyaro;NULL
5725;kuvyarwa;ku;vyarwa;vyawe;we;;0;NULL;NULL;;;;;0;;NULL
5726;ikivyarwa;iki;vyarwa;;;ibi;1;7;8;;;;;0;;NULL
5727;kuvyaza;ku;vyaza;vyajije;jije;;0;NULL;NULL;;;;;0;;NULL
5728;umuvyeyi;umu;vyeyi;;;aba;1;1;2;;;;;0;;NULL
5729;amavyi;ama;vyi;;;;1;NULL;6;;;;;0;;NULL
5730;kuvyibuha;ku;vyibuha;vyibushe;she;;0;NULL;NULL;;;;;0;;NULL
5731;kuvyibuhisha;ku;vyibuhisha;vyibuhishije;shije;;0;NULL;NULL;;;;;0;;NULL
5732;kuvyibuhishwa;ku;vyibuhishwa;vyibuhishijwe;shijwe;;0;NULL;NULL;;;;;0;;NULL
5733;kuvyigiriza;ku;vyigiriza;vyigirije;je;;0;NULL;NULL;;;;;0;;NULL
5734;kuvyimba;ku;vyimba;vyimvye;mvye;;0;NULL;NULL;;;;;0;;NULL
5735;umuvyimba;umu;vyimba;;;imi;1;3;4;;;;;0;;NULL
5736;kuvyimbisha;ku;vyimbisha;vyimbishije;shije;;0;NULL;NULL;;;;;0;;NULL
5737;kuvyimbishwa;ku;vyimbishwa;vyimbishijwe;shijwe;;0;NULL;NULL;;;;;0;;NULL
5738;kuvyimbuka;ku;vyimbuka;vyimbutse;tse;;0;NULL;NULL;;;;;0;;NULL
5739;kuvyimbura;ku;vyimbura;vyimbuye;ye;;0;NULL;NULL;;;;;0;;NULL
5740;kuvyina;ku;vyina;vyinye;nye;;0;NULL;NULL;;;;;0;;NULL
5741;kuvyinira;ku;vyinira;vyiniye;ye;;0;NULL;NULL;;;;;0;;NULL
5742;kuvyinisha;ku;vyinisha;vyinishije;shije;;0;NULL;NULL;;;;;0;;NULL
5743;uruvyino;uru;vyino;;;im;1;11;10;;;;;0;imvyino;NULL
5744;umuvyiro;umu;vyiro;;;imi;1;3;4;;;;;0;;NULL
5745;imvyiro;im;vyiro;;;im;1;9;10;;;;;0;;NULL
5746;kuvyuka;ku;vyuka;vyutse;tse;;0;NULL;NULL;;;;;0;;NULL
5747;umuvyuka;umu;vyuka;;;imi;1;3;4;;;;;0;;NULL
5748;kuvyukana;ku;vyukana;vyukanye;nye;;0;NULL;NULL;;;;;0;;NULL
5749;kuvyura;ku;vyura;vyuye;ye;;0;NULL;NULL;;;;;0;;NULL
5750;kuvyutsa;ku;vyutsa;vyukije;kije;;0;NULL;NULL;;;;;0;;NULL
5751;akawa;aka;wa;;;;1;12;NULL;;;;;1;;NULL
5752;we;;we;;;;5;NULL;NULL;weho;;;;0;;NULL
5753;wewe;;wewe;;;;5;NULL;NULL;weho;;;;0;;NULL
5755;kuyaga;ku;yaga;yaze;ze;;0;NULL;NULL;;;;;0;;NULL
5756;kuyaga;ku;yaga;yaze;ze;;0;NULL;NULL;;;;;0;;NULL
5757;umuyaga;umu;yaga;;;imi;1;3;4;;;;;0;;NULL
5758;ikiyaga;iki;yaga;;;ibi;1;7;8;;;;;0;;NULL
5759;inyagano;in;yagano;;;in;1;9;10;;;;;0;;NULL
5760;kuyagira;ku;yagira;yagiye;ye;;0;NULL;NULL;;;;;0;;NULL
5761;kuyagiriza;ku;yagiriza;yagirije;je;;0;NULL;NULL;;;;;0;;NULL
5762;kuyagisha;ku;yagisha;yagishije;shije;;0;NULL;NULL;;;;;0;;NULL
5763;kuyagisha;ku;yagisha;yagishije;shije;;0;NULL;NULL;;;;;0;;NULL
5764;ikiyago;iki;yago;;;ibi;1;7;8;;;;;0;;NULL
5765;kuyagwa;ku;yagwa;yazwe;zwe;;0;NULL;NULL;;;;;0;;NULL
5766;iyakiriro;i;yakiriro;;;ama;1;5;6;;;;;0;;NULL
5768;inyamanza;in;yamanza;;;in;1;9;10;;;;;0;;NULL
5769;yamara;;yamara;;;;7;NULL;NULL;;;;;0;;NULL
5770;yambewe;;yambewe;;;;8;NULL;NULL;;;;;0;;NULL
5771;kuyamira;ku;yamira;yamiriye;riye;;0;NULL;NULL;;;;;0;;NULL
5773;umuyange;umu;yange;;;imi;1;3;4;;;;;0;;NULL
5774;kuyangika;ku;yangika;yangitse;tse;;0;NULL;NULL;;;;;0;;NULL
5775;ikiyara;iki;yara;;;ibi;1;7;8;;;;;0;;NULL
5776;ikiyaya;iki;yaya;;;ibi;1;7;8;;;;;0;;NULL
5777;kuyaza;ku;yaza;yagije;gije;;0;NULL;NULL;;;;;0;;NULL
5778;yego;;yego;;;;8;NULL;NULL;;;;;0;;rw
5779;yemwe;;yemwe;;;;8;NULL;NULL;;;;;0;;NULL
5780;kuyenga;ku;yenga;yenze;nze;;0;NULL;NULL;;;;;0;;NULL
5781;kuyengesha;ku;yengesha;yengesheje;sheje;;0;NULL;NULL;;;;;0;;NULL
5782;kuyenzera;ku;yenzera;yenzereye;reye;;0;NULL;NULL;;;;;0;;NULL
5783;umuyenzi;umu;yenzi;;;imi;1;3;4;;;;;0;;NULL
5784;inyenzi;i;nyenzi;;;i;1;9;10;;;;;0;;NULL
5785;iyera;i;yera;;;;1;9;NULL;;;;;1;;NULL
5786;kuyerera;ku;yerera;yerereye;reye;;0;NULL;NULL;;;;;0;;NULL
5787;inyerere;in;yerere;;;in;1;9;10;;;;;0;;NULL
5788;inyererezi;in;yererezi;;;in;1;9;10;;;;;0;;NULL
5789;yewe;;yewe;;;;8;NULL;NULL;;;;;0;;NULL
5790;umuyibigi;umu;yibigi;;;aba;1;1;2;;;;;0;;NULL
5792;kuyigiza;ku;yigiza;yigije;je;;0;NULL;NULL;;;;;0;;NULL
5793;ikiyiko;iki;yiko;;;ibi;1;7;8;;;;;0;;sw
5794;iyimbura;i;yimbura;;;;1;9;NULL;;;;;1;;NULL
5795;kuyinga;ku;yinga;yinze;nze;;0;NULL;NULL;;;;;0;;NULL
5796;iyinga;i;yinga;;;ama;1;5;6;;;;;0;;sw
5797;amayirabiri;ama;yirabiri;;;;1;NULL;6;;;;;0;;NULL
5798;inyo;in;yo;;;in;1;9;10;;;;;0;;NULL
5799;kuyoba;ku;yoba;yovye;vye;;0;NULL;NULL;;;;;0;;NULL
5800;ikiyoba;iki;yoba;;;ibi;1;7;8;;;;;0;;NULL
5801;umuyobe;umu;yobe;;;aba;1;1;2;;;;;0;;NULL
5802;ikiyobe;iki;yobe;;;;1;NULL;NULL;;;;;0;;NULL
5803;ubuyobe;ubu;yobe;;;;1;14;NULL;;;;;1;;NULL
5804;kuyoberana;ku;yoberana;yoberanye;nye;;0;NULL;NULL;;;;;0;;NULL
5805;kuyobera;ku;yobera;yobeye;ye;;0;NULL;NULL;;;;;0;;NULL
5806;kuyoberanya;ku;yoberanya;yoberanije;nije;;0;NULL;NULL;;;;;0;;NULL
5807;kuyoberwa;ku;yoberwa;yobewe;we;;0;NULL;NULL;;;;;0;;NULL
5808;inyoberwa;in;yoberwa;;;in;1;9;10;;;;;0;;NULL
5809;kuyobeza;ku;yobeza;yobeje;je;;0;NULL;NULL;;;;;0;;NULL
5810;kuyobezwa;ku;yobezwa;yobejwe;jwe;;0;NULL;NULL;;;;;0;;NULL
5811;kuyoboka;ku;yoboka;yobotse;tse;;0;NULL;NULL;;;;;0;;NULL
5812;kuyobokera;ku;yobokera;yobokeye;ye;;0;NULL;NULL;;;;;0;;NULL
5813;kuyobora;ku;yobora;yoboye;ye;;0;NULL;NULL;;;;;0;;NULL
5814;kuyoborora;ku;yoborora;yoboroye;ye;;0;NULL;NULL;;;;;0;;NULL
5815;kuyoborwa;ku;yoborwa;yobowe;we;;0;NULL;NULL;;;;;0;;NULL
5816;kuyoboza;ku;yoboza;yoboje;je;;0;NULL;NULL;;;;;0;;NULL
5817;kuyogera;ku;yogera;yogeye;ye;;0;NULL;NULL;;;;;0;;NULL
5818;kuyogora;ku;yogora;yogoye;ye;;0;NULL;NULL;;;;;0;;NULL
5819;uruyogoyogo;uru;yogoyogo;;;in;1;11;10;;;;;0;;NULL
5820;kuyoka;ku;yoka;yotse;tse;;0;NULL;NULL;;;;;0;;NULL
5821;ikiyoka;iki;yoka;;;ibi;1;7;8;;;;;0;;NULL
5822;kuyombayomba;ku;yombayomba;yombayomvye;mvye;;0;NULL;NULL;;;;;0;;NULL
5823;kuyombekera;ku;yombekera;yombekeye;ye;;0;NULL;NULL;;;;;0;;NULL
5824;akayombekere;aka;yombekere;;;;1;12;NULL;;;;;1;;NULL
5825;akayombero;aka;yombero;;;;1;12;NULL;;;;;1;;NULL
5826;kuyomboka;ku;yomboka;yombotse;tse;;0;NULL;NULL;;;;;0;;NULL
5829;kuyonga;ku;yonga;yonze;nze;;0;NULL;NULL;;;;;0;;NULL
5830;umuyonga;umu;yonga;;;imi;1;3;4;;;;;0;;NULL
5832;ubuyonga;ubu;yonga;;;;1;14;NULL;;;;;1;;NULL
5833;kuyongayonga;ku;yongayonga;yongayonze;nze;;0;NULL;NULL;;;;;0;;NULL
5834;kuyongobeza;ku;yongobeza;yongobeje;je;;0;NULL;NULL;;;;;0;;NULL
5835;inyongori;in;yongori;;;in;1;9;10;;;;;0;;NULL
5836;inyoni;in;yoni;;;in;1;9;10;;;;;0;;NULL
5838;kuyora;ku;yora;yoye;ye;;0;NULL;NULL;;;;;0;;NULL
5839;kuyoresha;ku;yoresha;yoresheje;sheje;;0;NULL;NULL;;;;;0;;NULL
5840;kuyorwa;ku;yorwa;yowe;we;;0;NULL;NULL;;;;;0;;NULL
5844;kuyoza;ku;yoza;yojeje;jeje;;0;NULL;NULL;;;;;0;;NULL
5845;kuyugayuga;ku;yugayuga;yugayuze;ze;;0;NULL;NULL;;;;;0;;NULL
5846;iyugi;i;yugi;;;ama;1;5;6;;;;;0;;NULL
5848;uruyuki;uru;yuki;;;inz;1;11;10;;;;;0;inzuki;NULL
5849;yuko;;yuko;;;;7;NULL;NULL;;;;;0;;NULL
5851;inyundo;in;yundo;;;in;1;9;10;;;;;0;;sw
5852;inyundo;in;yundo;;;in;1;9;10;;;;;0;;NULL
5854;kuyungubiza;ku;yungubiza;yungubije;je;;0;NULL;NULL;;;;;0;;NULL
5855;ikiyunguyungu;iki;yunguyungu;;;ibi;1;7;8;;;;;0;;NULL
5856;uruyuzi;uru;yuzi;;;inz;1;11;10;;;;;0;inzuzi;NULL
5857;kuza;ku;za;je;je;;0;NULL;NULL;;;;;0;;NULL
5858;umuza;umu;za;;;imi;1;3;4;;;;;0;;NULL
5859;ikiza;iki;za;;;ibi;1;7;8;;;;;0;;NULL
5860;uruzabibu;uru;zabibu;;;in;1;11;10;;;;;0;;NULL
5861;umuzabibu;umu;zabibu;;;imi;1;3;4;;;;;0;;ar
5862;zabukuru;;zabukuru;;;;1;NULL;NULL;;;;;1;;NULL
5863;izahabu;i;zahabu;;;ama;1;5;6;inzahabu;in;;;0;;ar
5864;kuzama;ku;zama;zamye;mye;;0;NULL;NULL;;;;;0;;NULL
5865;inzamba;in;zamba;;;in;1;9;10;;;;;0;;NULL
5866;kuzana;ku;zana;zanye;nye;;0;NULL;NULL;;;;;0;;NULL
5867;umuzana;umu;zana;;;imi;1;3;4;;;;;0;;NULL
5868;kuzanana;ku;zanana;zananye;nye;;0;NULL;NULL;;;;;0;;NULL
5869;kuzangazanga;ku;zangazanga;zangazanze;nze;;0;NULL;NULL;;;;;0;;NULL
5870;kuzanira;ku;zanira;zaniye;ye;;0;NULL;NULL;;;;;0;;NULL
5871;kuzanisha;ku;zanisha;zanishije;shije;;0;NULL;NULL;;;;;0;;NULL
5872;kuzanwa;ku;zanwa;zanywe;nywe;;0;NULL;NULL;;;;;0;;NULL
5873;kuzanzamuka;ku;zanzamuka;zanzamutse;tse;;0;NULL;NULL;;;;;0;;NULL
5874;inzara;in;zara;;;in;1;9;10;;;;;0;;NULL
5875;akazatsa;aka;zatsa;;;utu;1;12;13;;;;;0;;NULL
5876;kuzazanira;ku;zazanira;zazaniye;ye;;0;NULL;NULL;;;;;0;;NULL
5877;kuzazanirwa;ku;zazanirwa;zazaniwe;niwe;;0;NULL;NULL;;;;;0;;NULL
5878;kuzerera;ku;zerera;zereye;ye;;0;NULL;NULL;;;;;0;;NULL
5879;kuzererwa;ku;zererwa;zerewe;we;;0;NULL;NULL;;;;;0;;NULL
5880;inzererezi;in;zererezi;;;in;1;9;10;;;;;0;;NULL
5881;kuzeza;ku;zeza;jeje;jeje;;0;NULL;NULL;;;;;0;;NULL
5882;ikizeze;iki;zeze;;;ibi;1;7;8;;;;;0;;NULL
5883;ikizeze;iki;zeze;;;ibi;1;7;8;;;;;0;;NULL
5884;kuzezwa;ku;zezwa;jejwe;jejwe;;0;NULL;NULL;;;;;0;;NULL
5885;umuzezwa;umu;zezwa;;;aba;1;1;2;;;;;0;;NULL
5887;umuzi;umu;zi;;;imi;1;3;4;;;;;0;;NULL
5888;amazi;amā;zi;;;;1;NULL;6;;;;;2;;NULL
5890;akazi;aka;zi;;;utu;1;12;13;;;;;0;;sw
5891;kuzibiranya;ku;zibiranya;zibiranije;nije;;0;NULL;NULL;;;;;0;;NULL
5892;kuzibiza;ku;zibiza;zibije;je;;0;NULL;NULL;;;;;0;;NULL
5893;kuzibuka;ku;zibuka;zibutse;tse;;0;NULL;NULL;;;;;0;;NULL
5894;kuzibukira;ku;zibukira;zibukiriye;riye;;0;NULL;NULL;;;;;0;;NULL
5895;kuzibura;ku;zibura;zibuye;ye;;0;NULL;NULL;;;;;0;;NULL
5896;kuziga;ku;ziga;zize;ze;;0;NULL;NULL;;;;;0;;NULL
5897;ikiziga;iki;ziga;;;ibi;1;7;8;;;;;0;;NULL
5898;kuzigama;ku;zigama;zigamye;mye;;0;NULL;NULL;;;;;0;;NULL
5899;kuzigamira;ku;zigamira;zigamiye;ye;;0;NULL;NULL;;;;;0;;NULL
5900;kuzigamisha;ku;zigamisha;zigamishije;shije;;0;NULL;NULL;;;;;0;;NULL
5901;kuzigamwa;ku;zigamwa;zigamwe;mwe;;0;NULL;NULL;;;;;0;;NULL
5902;kuziganya;ku;ziganya;ziganye;nye;;0;NULL;NULL;;;;;0;;NULL
5903;kuzigira;ku;zigira;zigiye;ye;;0;NULL;NULL;;;;;0;;NULL
5904;ikizigira;iki;zigira;;;ibi;1;7;8;;;;;0;;NULL
5905;kuzigiriza;ku;zigiriza;zigirije;je;;0;NULL;NULL;;;;;0;;NULL
5906;kuzigirizwa;ku;zigirizwa;zigirijwe;jwe;;0;NULL;NULL;;;;;0;;NULL
5907;kuzigisha;ku;zigisha;zigishije;shije;;0;NULL;NULL;;;;;0;;NULL
5908;kuzigiza;ku;zigiza;zigije;je;;0;NULL;NULL;;;;;0;;NULL
5909;umuzigo;umu;zigo;;;imi;1;3;4;;;;;0;;NULL
5910;inzigo;in;zigo;;;in;1;9;10;;;;;0;;NULL
5911;kuziguza;ku;ziguza;ziguje;je;;0;NULL;NULL;;;;;0;;NULL
5912;kuzika;ku;zika;zitse;tse;;0;NULL;NULL;;;;;0;;NULL
5913;akazika;aka;zika;;;;1;12;NULL;;;;;1;;NULL
5914;iziko;i;ziko;;;ama;1;5;6;;;;;0;;NULL
5915;kuzikuruka;ku;zikuruka;zikurutse;tse;;0;NULL;NULL;;;;;0;;NULL
5916;kuzikurura;ku;zikurura;zikuruye;ye;;0;NULL;NULL;;;;;0;;NULL
5917;-zima;-;zima;;;;2;NULL;NULL;;;;;0;;NULL
5918;kuzima;ku;zima;zimye;mye;;0;NULL;NULL;;;;;0;;NULL
5919;kuzimagirika;ku;zimagirika;zimagiritse;tse;;0;NULL;NULL;;;;;0;;NULL
5920;umuzimagiza;umu;zimagiza;;;imi;1;3;4;;;;;0;;NULL
5921;kuzimana;ku;zimana;zimanye;nye;;0;NULL;NULL;;;;;0;;NULL
5922;kuzimangana;ku;zimangana;zimanganye;nye;;0;NULL;NULL;;;;;0;;NULL
5923;kuzimanganya;ku;zimanganya;zimanganije;nije;;0;NULL;NULL;;;;;0;;NULL
5924;inzimano;in;zimano;;;ama;1;9;6;;;;;0;;NULL
5925;kuzimanwa;ku;zimanwa;zimanywe;nywe;;0;NULL;NULL;;;;;0;;NULL
5926;kuzimba;ku;zimba;zimvye;mvye;;0;NULL;NULL;;;;;0;;NULL
5927;kuzimbana;ku;zimbana;zimbanye;nye;;0;NULL;NULL;;;;;0;;NULL
5928;kuzimbwa;ku;zimbwa;zimbwe;mbwe;;0;NULL;NULL;kuzimbga;;zimbga;mbge;0;;NULL
5929;kuzimira;ku;zimira;zimiye;ye;;0;NULL;NULL;;;;;0;;NULL
5930;ubuzimire;ubu;zimire;;;;1;14;NULL;;;;;1;;NULL
5931;kuzimiza;ku;zimiza;jimije;jimije;;0;NULL;NULL;;;;;0;;NULL
5932;kuzimizwa;ku;zimizwa;zimijwe;jwe;;0;NULL;NULL;;;;;0;;NULL
5933;umuzimu;umu;zimu;;;imi;1;3;4;;;;;0;;NULL
5934;kuzimuruka;ku;zimuruka;zimurutse;tse;;0;NULL;NULL;;;;;0;;NULL
5935;kuzimurura;ku;zimurura;zimuruye;ye;;0;NULL;NULL;;;;;0;;NULL
5936;ubuzimuzimu;ubu;zimuzimu;;;;1;14;NULL;;;;;0;;NULL
5937;kuzimya;ku;zimya;zimije;mije;;0;NULL;NULL;;;;;0;;NULL
5938;kuzina;ku;zina;zinye;nye;;0;NULL;NULL;;;;;0;;NULL
5939;izina;i;zina;;;ama;1;5;6;;;;;0;;NULL
5940;izinamuhungu;i;zinamuhungu;;;;1;9;NULL;;;;;1;;NULL
5941;kuzinda;ku;zinda;zinze;nze;;0;NULL;NULL;;;;;0;;NULL
5942;amazinda;ama;zinda;;;;1;NULL;6;;;;;2;;NULL
5943;kuzinduka;ku;zinduka;zindutse;tse;;0;NULL;NULL;;;;;0;;NULL
5944;kuzinduka;ku;zinduka;zindutse;tse;;0;NULL;NULL;;;;;0;;NULL
5945;kuzindukana;ku;zindukana;zindukanye;nye;;0;NULL;NULL;;;;;0;;NULL
5946;kuzindwa;ku;zindwa;zinzwe;nzwe;;0;NULL;NULL;;;;;0;;NULL
5947;kuzinga;ku;zinga;zinze;nze;;0;NULL;NULL;;;;;0;;NULL
5948;kuzinga;ku;zinga;zinze;nze;;0;NULL;NULL;;;;;0;;NULL
5949;izinga;i;zinga;;;ama;1;5;6;;;;;0;;NULL
5950;kuzingana;ku;zingana;zinganye;nye;;0;NULL;NULL;;;;;0;;NULL
5951;kuzingazinga;ku;zingazinga;zingazinze;nze;;0;NULL;NULL;;;;;0;;NULL
5952;umuzingi;umu;zingi;;;imi;1;3;4;;;;;0;;NULL
5953;kuzingira;ku;zingira;zingiriye;riye;;0;NULL;NULL;;;;;0;;NULL
5954;kuzingira;ku;zingira;zingiye;ye;;0;NULL;NULL;;;;;0;;NULL
