id;kirundi0;prefix;stem;stem_perf;perf;plural;type;class2;class2p;kirundi0_a;prefix_a;stem_a;stem_perf_a;noPlural;pluralFull;sourceLanguage
5293;gutoranya;gu;toranya;toranije;nije;;0;NULL;NULL;;;;;0;;NULL
5294;intore;in;tore;;;in;1;9;10;;;;;0;;NULL
5295;intore;in;tore;;;in;1;9;10;;;;;0;;NULL
5296;gutorera;gu;torera;toreye;ye;;0;NULL;NULL;;;;;0;;NULL
5297;itorero;i;torero;;;ama;1;5;6;;;;;0;;NULL
5298;agatorero;aga;torero;;;udu;1;12;13;;;;;0;;NULL
5299;gutoreza;gu;toreza;toreje;je;;0;NULL;NULL;;;;;0;;NULL
5300;intorobwa;in;torobwa;;;in;1;9;10;intorobga;;torobga;;0;;NULL
5301;gutoroka;gu;toroka;torotse;tse;;0;NULL;NULL;;;;;0;;NULL
5302;gutorora;gu;torora;toroye;ye;;0;NULL;NULL;;;;;0;;NULL
5303;gutororokanya;gu;tororokanya;tororokanije;nije;;0;NULL;NULL;;;;;0;;NULL
5304;gutorwa;gu;torwa;towe;we;;0;NULL;NULL;;;;;0;;NULL
5305;gutosekara;gu;tosekara;tosekaye;ye;;0;NULL;NULL;;;;;0;;NULL
5306;gutosekaza;gu;tosekaza;tosekaje;je;;0;NULL;NULL;;;;;0;;NULL
5307;gutosora;gu;tosora;tosoye;ye;;0;NULL;NULL;;;;;0;;NULL
5308;gutosorwa;gu;tosorwa;tosowe;we;;0;NULL;NULL;;;;;0;;NULL
5309;gutota;gu;tota;tose;se;;0;NULL;NULL;;;;;0;;NULL
5310;gutota;gu;tota;tose;se;;0;NULL;NULL;;;;;0;;NULL
5311;gutotahara;gu;totahara;totahaye;ye;;0;NULL;NULL;;;;;0;;NULL
5312;gutotera;gu;totera;toteye;ye;;0;NULL;NULL;;;;;0;;NULL
5313;gutotesha;gu;totesha;totesheje;sheje;;0;NULL;NULL;;;;;0;;NULL
5314;-toto;-;toto;;;;2;NULL;NULL;;;;;0;;NULL
5315;umutoto;umu;toto;;;imi;1;3;4;;;;;0;;NULL
5317;igitotsi;igi;totsi;;;ibi;1;7;8;;;;;0;;NULL
5318;igitovu;igi;tovu;;;ibi;1;7;8;;;;;0;;NULL
5319;-toya;-;toya;;;;2;NULL;NULL;-toyi;;;;0;;NULL
5320;gutoza;gu;toza;toje;je;;0;NULL;NULL;;;;;0;;NULL
5321;umutoza;umu;toza;;;aba;1;1;2;;;;;0;;NULL
5322;umutozakori;umu;tozakori;;;aba;1;1;2;;;;;0;;NULL
5324;umutsi;umu;tsi;;;imi;1;3;4;;;;;0;;NULL
5325;gutsiba;gu;tsiba;tsivye;vye;;0;NULL;NULL;;;;;0;;NULL
5326;igitsibo;igi;tsibo;;;ibi;1;7;8;;;;;0;;NULL
5327;amatsiko;ama;tsiko;;;;1;NULL;6;;;;;0;;NULL
5328;umutsima;umu;tsima;;;imi;1;3;4;;;;;0;;NULL
5329;igitsina;igi;tsina;;;ibi;1;7;8;;;;;0;;NULL
5330;itsina;i;tsina;;;ama;1;5;6;;;;;0;;NULL
5331;gutsinda;gu;tsinda;tsinze;nze;;0;NULL;NULL;;;;;0;;NULL
5332;umutsinda;umu;tsinda;;;imi;1;3;4;;;;;0;;NULL
5333;gutsindagira;gu;tsindagira;tsindagiye;ye;;0;NULL;NULL;;;;;0;;NULL
5334;gutsindagirira;gu;tsindagirira;tsindagiriye;ye;;0;NULL;NULL;;;;;0;;NULL
5335;gutsindagiza;gu;tsindagiza;tsindagije;je;;0;NULL;NULL;;;;;0;;NULL
5336;gutsindanisha;gu;tsindanisha;tsindanishije;shije;;0;NULL;NULL;;;;;0;;NULL
5337;gutsindanishiriza;gu;tsindanishiriza;tsindanishirije;je;;0;NULL;NULL;;;;;0;;NULL
5338;gutsindaza;gu;tsindaza;tsindaje;je;;0;NULL;NULL;;;;;0;;NULL
5339;ibitsingotsingo;ibi;tsingotsingo;;;;1;NULL;8;;;;;0;;NULL
5340;igitsintsiri;igi;tsintsiri;;;ibi;1;7;8;;;;;0;;NULL
5341;intsinzi;in;tsīnzi;;;in;1;9;10;;;;;0;;NULL
5342;gutsitara;gu;tsitara;tsitaye;ye;;0;NULL;NULL;;;;;0;;NULL
5343;gutsitaza;gu;tsitaza;tsitaje;je;;0;NULL;NULL;;;;;0;;NULL
5344;gutsitazwa;gu;tsitazwa;tsitajwe;jwe;;0;NULL;NULL;;;;;0;;NULL
5345;mutsitsa;mu;tsitsa;;;mi;1;3;4;;;;;0;;NULL
5346;gutsontsomera;gu;tsontsomera;tsontsomeye;ye;;0;NULL;NULL;;;;;0;;NULL
5347;igitsure;igi;tsure;;;ibi;1;7;8;;;;;0;;NULL
5348;itu;i;tu;;;ama;1;5;6;;;;;0;;NULL
5349;itu;;itu;;;;8;NULL;NULL;;;;;0;;NULL
5350;gutuba;gu;tuba;tuvye;vye;;0;NULL;NULL;;;;;0;;NULL
5351;gutubika;gu;tubika;tubitse;tse;;0;NULL;NULL;;;;;0;;NULL
5352;gutubuka;gu;tubuka;tubutse;tse;;0;NULL;NULL;;;;;0;;NULL
5353;igitugu;igi;tugu;;;ibi;1;7;8;;;;;0;;NULL
5354;umutugutu;umu;tugutu;;;imi;1;3;4;;;;;0;;NULL
5355;gutuka;gu;tuka;tutse;tse;;0;NULL;NULL;;;;;0;;NULL
5356;gutukana;gu;tukana;tukanye;nye;;0;NULL;NULL;;;;;0;;NULL
5357;agatuku;aga;tuku;;;udu;1;12;13;;;;;0;;NULL
5358;gutukura;gu;tukura;tukuye;ye;;0;NULL;NULL;;;;;0;;NULL
5359;gutukuza;gu;tukuza;tukuje;je;;0;NULL;NULL;;;;;0;;NULL
5360;gutukwa;gu;tukwa;tutswe;tswe;;0;NULL;NULL;;;;;0;;NULL
5361;gutuma;gu;tuma;tumye;mye;;0;NULL;NULL;;;;;0;;NULL
5362;igituma;igi;tuma;;;ibi;1;7;8;;;;;0;;NULL
5363;gutumagura;gu;tumagura;tumaguye;ye;;0;NULL;NULL;;;;;0;;NULL
5364;umutumba;umu;tumba;;;imi;1;3;4;;;;;0;;NULL
5365;ubutumba;ubu;tumba;;;;1;14;NULL;;;;;1;;NULL
5366;gutumbagana;gu;tumbagana;tumbaganye;nye;;0;NULL;NULL;;;;;0;;NULL
5367;gutumbagura;gu;tumbagura;tumbaguye;ye;;0;NULL;NULL;;;;;0;;NULL
5368;intumbaswa;in;tumbaswa;;;in;1;9;10;;;;;0;;NULL
5369;igitumbatumba;igi;tumbatumba;;;ibi;1;7;8;;;;;0;;NULL
5370;gutumbera;gu;tumbera;tumbereye;reye;;0;NULL;NULL;;;;;0;;NULL
5371;gutumbereza;gu;tumbereza;tumbereje;je;;0;NULL;NULL;;;;;0;;NULL
5372;gutumbura;gu;tumbura;tumbuye;ye;;0;NULL;NULL;;;;;0;;NULL
5373;gutumbura;gu;tumbura;tumbuye;ye;;0;NULL;NULL;;;;;0;;NULL
5374;gutumira;gu;tumira;tumiye;ye;;0;NULL;NULL;;;;;0;;NULL
5375;gutumwa;gu;tumwa;tumwe;mwe;;0;NULL;NULL;;;;;0;;NULL
5376;umutumwa;umu;tumwa;;;aba;1;1;2;;;;;0;;NULL
5377;ubutumwa;ubu;tumwa;;;;1;14;NULL;;;;;1;;NULL
5378;gutuna;gu;tuna;tunye;nye;;0;NULL;NULL;;;;;0;;NULL
5379;gutunda;gu;tunda;tunze;nze;;0;NULL;NULL;;;;;0;;NULL
5380;umutundiro;umu;tundiro;;;imi;1;3;4;;;;;0;;NULL
5381;gutunga;gu;tūnga;tūnze;nze;;0;NULL;NULL;;;;;0;;NULL
5382;itunga;i;tunga;;;ama;1;5;6;itungo;i;tungo;;0;;NULL
5383;gutungana;gu;tungana;tunganye;nye;;0;NULL;NULL;;;;;0;;NULL
5384;igitungano;igi;tungano;;;ibi;1;7;8;;;;;0;;NULL
5385;gutunganya;gu;tunganya;tunganije;nije;;0;NULL;NULL;;;;;0;;NULL
5386;gutungisha;gu;tungisha;tungishije;shije;;0;NULL;NULL;;;;;0;;NULL
5387;umutungu;umu;tungu;;;aba;1;1;2;;;;;0;;NULL
5388;ubutungu;ubu;tungu;;;;1;14;NULL;;;;;1;;NULL
5389;intunguru;in;tunguru;;;in;1;9;10;;;;;0;;NULL
5390;igitunguru;igi;tunguru;;;ibi;1;7;8;;;;;0;;NULL
5391;gutungwa;gu;tungwa;tunzwe;nzwe;;0;NULL;NULL;;;;;0;;NULL
5392;umutungwa;umu;tungwa;;;aba;1;1;2;;;;;0;;NULL
5393;intungwa;in;tūngwa;;;in;1;9;10;;;;;0;;NULL
5394;intuntu;in;tūntu;;;in;1;9;10;;;;;0;;NULL
5395;igituntu;igi;tuntu;;;ibi;1;7;8;;;;;0;;NULL
5396;ituntu;i;tuntu;;;ama;1;5;6;;;;;0;;NULL
5397;gutuntura;gu;tuntura;tuntuye;ye;;0;NULL;NULL;;;;;0;;NULL
5398;gutunturirwa;gu;tunturirwa;tunturiwe;we;;0;NULL;NULL;;;;;0;;NULL
5399;umutunzi;umu;tunzi;;;aba;1;1;2;;;;;0;;NULL
5400;ubutunzi;ubu;tunzi;;;;1;14;NULL;;;;;1;;NULL
5401;itupa;i;tupa;;;;1;NULL;NULL;;;;;1;;NULL
5402;gutura ubuku;gu;tura ubuku;;;;9;NULL;NULL;;;;;0;;NULL
5403;gutura;gu;tura;tuye;ye;;0;NULL;NULL;;;;;0;;NULL
5404;guturagara;gu;turagara;turagaye;ye;;0;NULL;NULL;;;;;0;;NULL
5405;umuturagaro;umu;turagaro;;;imi;1;3;4;;;;;0;;NULL
5406;guturika;gu;turika;turitse;tse;;0;NULL;NULL;;;;;0;;NULL
5407;guturika;gu;turika;turitse;tse;;0;NULL;NULL;;;;;0;;NULL
5408;guturingiga;gu;turingiga;turingize;ze;;0;NULL;NULL;;;;;0;;NULL
5409;guturira;gu;turira;turiye;ye;;0;NULL;NULL;;;;;0;;NULL
5410;igiturire;igi;turire;;;ibi;1;7;8;;;;;0;;NULL
5411;guturirwa;gu;turirwa;turiwe;we;;0;NULL;NULL;;;;;0;;NULL
5412;guturitsa;gu;turitsa;turikije;kije;;0;NULL;NULL;;;;;0;;NULL
5413;ituro;i;turo;;;ama;1;5;6;;;;;0;;NULL
5414;guturuka;gu;turuka;turutse;tse;;0;NULL;NULL;;;;;0;;NULL
5415;guturumbuka;gu;turumbuka;turumbutse;tse;;0;NULL;NULL;;;;;0;;NULL
5416;igiturumbuka;igi;turumbuka;;;ibi;1;7;8;;;;;0;;NULL
5417;giturumbuka;gi;turumbuka;;;;9;NULL;NULL;;;;;0;;NULL
5418;guturumbura;gu;turumbura;turumbuye;ye;;0;NULL;NULL;;;;;0;;NULL
5419;gutururuza;gu;tururuza;tururuje;je;;0;NULL;NULL;;;;;0;;NULL
5420;guturutsa;gu;turutsa;turukije;kije;;0;NULL;NULL;;;;;0;;NULL
5421;agaturuturu;aga;turuturu;;;;1;12;NULL;;;;;1;;NULL
5422;guturwa;gu;turwa;tuwe;we;;0;NULL;NULL;;;;;0;;NULL
5423;gututa;gu;tuta;tuse;se;;0;NULL;NULL;;;;;0;;NULL
5424;umututsi;umu;tutsi;;;aba;1;1;2;;;;;0;;NULL
5425;igitutsi;igi;tutsi;;;ibi;1;7;8;;;;;0;;NULL
5426;igitutsi;igi;tutsi;;;ibi;1;7;8;;;;;0;;NULL
5427;igitutu;igi;tutu;;;ibi;1;7;8;;;;;0;;NULL
5428;gututumba;gu;tutumba;tutumvye;mvye;;0;NULL;NULL;;;;;0;;NULL
5429;gututura;gu;tutura;tutuye;ye;;0;NULL;NULL;;;;;0;;NULL
5430;gututuza;gu;tutuza;tutuje;je;;0;NULL;NULL;;;;;0;;NULL
5431;gutuvya;gu;tuvya;tubije;bije;;0;NULL;NULL;;;;;0;;NULL
5432;gutuza;gu;tuza;tujije;jije;;0;NULL;NULL;;;;;0;;NULL
5433;gutuza;gu;tuza;tujije;jije;;0;NULL;NULL;;;;;0;;NULL
5434;umutwa;umu;twa;;;aba;1;1;2;;;;;0;;NULL
5435;gutwara;gu;twāra;twāye;ye;;0;NULL;NULL;;;;;0;;NULL
5437;umutware;umu;tware;;;aba;1;1;2;;;;;0;;NULL
5438;ubutware;ubu;tware;;;;1;14;NULL;;;;;1;;NULL
5439;intwari;in;twāri;;;in;1;9;10;;;;;0;;NULL
5440;gutwarira;gu;twarira;twariye;ye;;0;NULL;NULL;;;;;0;;NULL
5441;umutwaro;umu;twaro;;;imi;1;3;4;;;;;0;;NULL
5442;intwaro;in;twāro;;;in;1;9;10;;;;;0;;NULL
5443;gutwarwa;gu;twarwa;twawe;we;;0;NULL;NULL;;;;;0;;NULL
5444;gutwaza;gu;twāza;twāje;je;;0;NULL;NULL;;;;;0;;NULL
5445;umutwe;umu;twe;;;imi;1;3;4;;;;;0;;NULL
5446;agatwe;aga;twe;;;;1;12;NULL;;;;;1;;NULL
5447;twebwe;;twebwe;;;;5;NULL;NULL;"twebge;tweho;twe";;twēbge;;0;;NULL
5448;gutwenga;gu;twenga;twenze;nze;;0;NULL;NULL;;;;;0;;NULL
5449;gutwengera;gu;twengera;twengeye;ye;;0;NULL;NULL;;;;;0;;NULL
5450;igitwengerabarozi;igi;twengerabarozi;;;ibi;1;7;8;;;;;0;;NULL
5451;gutwengesha;gu;twengesha;twengesheje;sheje;;0;NULL;NULL;;;;;0;;NULL
5452;ibitwengo;ibi;twengo;;;;1;NULL;8;;;;;0;;NULL
5453;gutwengwa;gu;twengwa;twenzwe;nzwe;;0;NULL;NULL;;;;;0;;NULL
5454;gutwenza;gu;twenza;twengeje;geje;;0;NULL;NULL;;;;;0;;NULL
5455;umutwenzi;umu;twenzi;;;imi;1;3;4;;;;;0;;NULL
5456;ugutwi;ugu;twi;;;ama;1;15;6;;;;;0;;NULL
5457;gutwikira;gu;twikira;twikiriye;riye;;0;NULL;NULL;;;;;0;;NULL
5458;igitwikirizo;igi;twikirizo;;;ibi;1;7;8;;;;;0;;NULL
5459;gutwikurura;gu;twikurura;twikuruye;ye;;0;NULL;NULL;;;;;0;;NULL
5460;gutwikururwa;gu;twikururwa;twikuruwe;we;;0;NULL;NULL;;;;;0;;NULL
5461;kwubaha;kw;ubaha;ubashe;she;;0;NULL;NULL;;;;;0;;NULL
5462;kwubahira;kw;ubahira;ubahiye;ye;;0;NULL;NULL;;;;;0;;NULL
5463;icubahiro;ic;ūbahiro;;;ivy;1;7;8;;;;;0;;NULL
5464;kwubahuka;kw;ubahuka;ubahutse;tse;;0;NULL;NULL;;;;;0;;NULL
5465;kwubahwa;kw;ubahwa;ubahwe;we;;0;NULL;NULL;;;;;0;;NULL
5466;umwubahwa;umw;ubahwa;;;ab;1;1;2;;;;;0;;NULL
5467;kwubaka;kw;ubaka;ubatse;tse;;0;NULL;NULL;;;;;0;;NULL
5468;kwubakana;kw;ubakana;ubakanye;nye;;0;NULL;NULL;;;;;0;;NULL
5469;kwubakira;kw;ubakira;ubakiye;ye;;0;NULL;NULL;;;;;0;;NULL
5470;kwubakisha;kw;ubakisha;ubakishije;shije;;0;NULL;NULL;;;;;0;;NULL
5471;inyubako;iny;ubako;;;iny;1;9;10;;;;;0;;NULL
5472;kwubakwa;kw;ubakwa;ubatswe;tswe;;0;NULL;NULL;;;;;0;;NULL
5473;kwubama;kw;ubama;ubamye;mye;;0;NULL;NULL;;;;;0;;NULL
5474;urwubati;urw;ubati;;;inz;1;11;10;;;;;0;;NULL
5475;umwubatsi;umw;ubatsi;;;ab;1;1;2;;;;;0;;NULL
5476;icubi;ic;ūbi;;;ivy;1;7;8;;;;;0;;NULL
5477;kwubika;kw;ubika;ubitse;tse;;0;NULL;NULL;;;;;0;;NULL
5478;kwubikiza;kw;ubikiza;ubikije;je;;0;NULL;NULL;;;;;0;;NULL
5479;kwubikwa;kw;ubikwa;ubitswe;tswe;;0;NULL;NULL;;;;;0;;NULL
5480;kwubira;kw;ubira;ubiriye;riye;;0;NULL;NULL;;;;;0;;NULL
5481;kwubiriza;kw;ubiriza;ubirije;je;;0;NULL;NULL;;;;;0;;NULL
5482;icubirizi;ic;ubirizi;;;ivy;1;7;8;;;;;0;;NULL
5483;ubu;;ubu;;;;6;NULL;NULL;;;;;0;;NULL
5484;ubuho;;ubuho;;;;6;NULL;NULL;;;;;0;;NULL
5485;kwubuka;kw;ubuka;ubutse;tse;;0;NULL;NULL;;;;;0;;NULL
5486;kwuburuka;kw;uburuka;uburutse;tse;;0;NULL;NULL;;;;;0;;NULL
5487;kwuburura;kw;uburura;uburuye;ye;;0;NULL;NULL;;;;;0;;NULL
5488;kwubururwa;kw;ubururwa;uburuwe;we;;0;NULL;NULL;;;;;0;;NULL
5489;umwuga;umw;uga;;;imy;1;3;4;;;;;0;;NULL
5490;kwugama;kw;ugama;ugamye;mye;;0;NULL;NULL;;;;;0;;NULL
5491;kwugamisha;kw;ugamisha;ugamishije;shije;;0;NULL;NULL;;;;;0;;NULL
5492;kwugara;kw;ugara;ugaye;ye;;0;NULL;NULL;;;;;0;;NULL
5493;kwugarana;kw;ugarana;ugaranye;nye;;0;NULL;NULL;;;;;0;;NULL
5494;kwugarira;kw;ugarira;ugariye;ye;;0;NULL;NULL;;;;;0;;NULL
5495;kwugariza;kw;ugariza;ugarije;je;;0;NULL;NULL;;;;;0;;NULL
5496;kwugarwa;kw;ugarwa;ugawe;we;;0;NULL;NULL;;;;;0;;NULL
5497;urugi;ur;ugi;;;inz;1;11;10;;;;;0;;NULL
5498;ubugi;ub;ugi;;;;1;14;NULL;;;;;1;;NULL
5499;kwugunyuza;kw;ugunyuza;ugunyuje;je;;0;NULL;NULL;;;;;0;;NULL
5500;kwugurura;kw;ugurura;uguruye;ye;;0;NULL;NULL;;;;;0;;NULL
5501;kwugururira;kw;ugururira;ugururiye;ye;;0;NULL;NULL;;;;;0;;NULL
5502;kwugururwa;kw;ugururwa;uguruwe;we;;0;NULL;NULL;;;;;0;;NULL
5503;kwuguruza;kw;uguruza;uguruje;je;;0;NULL;NULL;;;;;0;;NULL
5504;urunyuguti;uru;nyuguti;;;i;1;11;10;urunyugutu;uru;;;0;;NULL
5505;kwuhagira;kw;uhagira;uhagiye;ye;;0;NULL;NULL;;;;;0;;NULL
5506;kwuhagirana;kw;uhagirana;uhagiranye;nye;;0;NULL;NULL;;;;;0;;NULL
5507;kwuhagirira;kw;uhagirira;uhagiriye;ye;;0;NULL;NULL;;;;;0;;NULL
5508;umwuhagiro;umw;uhagiro;;;imy;1;3;4;;;;;0;;NULL
5509;kwuhagirwa;kw;uhagirwa;uhagiwe;we;;0;NULL;NULL;;;;;0;;NULL
5510;kwuhagiza;kw;uhagiza;uhagije;je;;0;NULL;NULL;;;;;0;;NULL
5511;kwuhira;kw;uhira;uhiye;ye;;0;NULL;NULL;;;;;0;;NULL
5512;kwuhirwa;kw;uhirwa;uhiwe;we;;0;NULL;NULL;;;;;0;;NULL
5513;kwuhiza;kw;uhiza;uhije;je;;0;NULL;NULL;;;;;0;;NULL
5514;umwuka;umw;uka;;;imy;1;3;4;;;;;0;;NULL
5517;uko;;uko;;;;7;NULL;NULL;;;;;0;;NULL
5518;kwuma;kw;uma;umye;mye;;0;NULL;NULL;;;;;0;;NULL
5519;inyuma;i;nyuma;;;;7;NULL;NULL;;;;;0;;NULL
5520;hanyuma;ha;nyuma;;;;7;NULL;NULL;;;;;0;;NULL
5522;icuma;ic;ūma;;;ivy;1;7;8;;;;;0;;NULL
5523;icumba;ic;ūmba;;;ivy;1;7;8;;;;;0;;NULL
5524;umwumbati;umw;umbati;;;imy;1;3;4;;;;;0;;NULL
5525;umengo;;umengo;;;;8;NULL;NULL;;;;;0;;NULL
5526;kwumira;kw;umira;umiye;ye;;0;NULL;NULL;;;;;0;;NULL
5527;kwumirwa;kw;umirwa;umiriwe;riwe;;0;NULL;NULL;;;;;0;;NULL
5528;kwumisha;kw;umisha;umishije;shije;;0;NULL;NULL;;;;;0;;NULL
5529;kwumiza;kw;umiza;umije;je;;0;NULL;NULL;;;;;0;;NULL
5530;akumiza;ak;umiza;;;;1;12;NULL;;;;;1;;NULL
5531;kwumuka;kw;umuka;umutse;tse;;0;NULL;NULL;;;;;0;;NULL
5532;kwumutsa;kw;umutsa;umukije;kije;;0;NULL;NULL;;;;;0;;NULL
5533;kwumva;kw;umva;umvise;mvise;;0;NULL;NULL;;;;;0;;NULL
5534;kwumvana;kw;umvana;umvanye;nye;;0;NULL;NULL;;;;;0;;NULL
5535;kwumvikana;kw;umvikana;umvikanye;nye;;0;NULL;NULL;;;;;0;;NULL
5536;kwumvira;kw;umvira;umviye;ye;;0;NULL;NULL;;;;;0;;NULL
5537;kwumviririza;kw;umviririza;umviririje;je;;0;NULL;NULL;;;;;0;;NULL
5538;kwumviriza;kw;umviriza;umvirije;je;;0;NULL;NULL;;;;;0;;NULL
5539;kwumvisha;kw;umvisha;umvishije;shije;;0;NULL;NULL;;;;;0;;NULL
5540;umwumwa;umw;umwa;;;ab;1;1;2;;;;;0;;NULL
5541;icumweru;ic;umweru;;;ivy;1;7;8;;;;;0;;NULL
5542;kwumya;kw;umya;umije;mije;;0;NULL;NULL;;;;;0;;NULL
5543;umwuna;umw;una;;;imy;1;3;4;;;;;0;;NULL
5544;kwunama;kw;unama;unamye;mye;;0;NULL;NULL;;;;;0;;NULL
5545;kwunamika;kw;unamika;unamitse;tse;;0;NULL;NULL;;;;;0;;NULL
5546;kwunamisha;kw;unamisha;unamishije;shije;;0;NULL;NULL;;;;;0;;NULL
5547;kwunamuka;kw;unamuka;unamutse;tse;;0;NULL;NULL;;;;;0;;NULL
5549;kwunga;kw;unga;unze;nze;;0;NULL;NULL;;;;;0;;NULL
5550;umwungere;umw;ungere;;;ab;1;1;2;;;;;0;;NULL
5551;umwungu;umw;ungu;;;imy;1;1;2;;;;;0;;NULL
5552;inyungu;iny;ungu;;;iny;1;9;10;;;;;0;;NULL
5553;kwunguka;kw;unguka;ungutse;tse;;0;NULL;NULL;;;;;0;;NULL
5554;kwungura;kw;ungura;unguye;ye;;0;NULL;NULL;;;;;0;;NULL
5555;kwungurira;kw;ungurira;unguriye;ye;;0;NULL;NULL;;;;;0;;NULL
5556;kwungururuza;kw;ungururuza;ungururuje;je;;0;NULL;NULL;;;;;0;;NULL
5557;kwunguruza;kw;unguruza;unguruje;je;;0;NULL;NULL;;;;;0;;NULL
5558;kwungurwa;kw;ungurwa;unguwe;we;;0;NULL;NULL;;;;;0;;NULL
5559;kwunguza;kw;unguza;unguje;je;;0;NULL;NULL;;;;;0;;NULL
5560;icuniro;ic;uniro;;;ivy;1;7;8;;;;;0;;NULL
5561;ukuntu;uk;untu;;;;1;15;NULL;;;;;0;;NULL
5562;kwunyuguriza;kw;unyuguriza;unyugurije;je;;0;NULL;NULL;;;;;0;;NULL
5563;kwunyuguza;kw;unyuguza;unyuguje;je;;0;NULL;NULL;;;;;0;;NULL
5564;kwunyuguzwa;kw;unyuguzwa;unyugujwe;jwe;;0;NULL;NULL;;;;;0;;NULL
5565;urwuri;urw;uri;;;inz;1;11;10;;;;;0;;NULL
5566;kwurira;kw;urira;uriye;ye;;0;NULL;NULL;;;;;0;;NULL
5567;kwurirana;kw;urirana;uriranye;nye;;0;NULL;NULL;;;;;0;;NULL
5568;kwuririra;kw;uririra;uririye;ye;;0;NULL;NULL;;;;;0;;NULL
5569;kwuriza;kw;uriza;urije;je;;0;NULL;NULL;;;;;0;;NULL
5570;icuririzo;ic;uririzo;;;ivy;1;7;8;;;;;0;;NULL
5571;kwurizwa;kw;urizwa;urijwe;jwe;;0;NULL;NULL;;;;;0;;NULL
5572;kwururuka;kw;ururuka;ururutse;tse;;0;NULL;NULL;;;;;0;;NULL
5573;kwururutsa;kw;ururutsa;ururukije;kije;;0;NULL;NULL;;;;;0;;NULL
5574;kwururutswa;kw;ururutswa;ururukijwe;kijwe;;0;NULL;NULL;;;;;0;;NULL
5576;icuya;ic;uya;;;ivy;1;7;8;;;;;0;;NULL
5577;urwuya;urw;uya;;;;1;11;NULL;;;;;1;;NULL
5579;uruzi;ur;uzi;;;inz;1;11;10;;;;;0;;NULL
5580;umwuzukuru;umw;uzukuru;;;ab;1;1;2;;;;;0;;NULL
5581;umwuzukuruza;umw;uzukuruza;;;ab;1;1;2;;;;;0;;NULL
5582;kwuzura;kw;uzura;uzuye;ye;;0;NULL;NULL;;;;;0;;NULL
5583;umwuzure;umw;uzure;;;imy;1;3;4;;;;;0;;NULL
5584;kwuzuriza;kw;uzuriza;uzurije;je;;0;NULL;NULL;;;;;0;;NULL
5585;kwuzuza;kw;uzuza;ujuje;juje;;0;NULL;NULL;;;;;0;;NULL
5586;umwuzuzo;umw;uzuzo;;;imy;1;3;4;;;;;0;;NULL
5587;kwuzuzwa;kw;uzuzwa;uzujwe;jwe;;0;NULL;NULL;;;;;0;;NULL
5588;kuva;ku;va;vuye;vuye;;0;NULL;NULL;;;;;0;;NULL
5589;imva;im;va;;;im;1;9;10;;;;;0;;NULL
5590;imvaho;im;vaho;;;im;1;9;10;;;;;0;;NULL
5591;kuvana;ku;vana;vanye;nye;;0;NULL;NULL;;;;;0;;NULL
5592;imvanda;im;vanda;;;im;1;9;10;;;;;0;;NULL
5593;umuvandimwe;umu;vandimwe;;;aba;1;1;2;;;;;0;;NULL
5594;kuvanga;ku;vanga;vanze;nze;;0;NULL;NULL;;;;;0;;NULL
5595;kuvangana;ku;vangana;vanganye;nye;;0;NULL;NULL;;;;;0;;NULL
5596;kuvanganya;ku;vanganya;vanganije;nije;;0;NULL;NULL;;;;;0;;NULL
5597;kuvangavanga;ku;vangavanga;vangavanze;nze;;0;NULL;NULL;;;;;0;;NULL
5598;ikivange;iki;vange;;;ibi;1;7;8;;;;;0;;NULL
5599;kuvanguka;ku;vanguka;vangutse;tse;;0;NULL;NULL;;;;;0;;NULL
5600;kuvangura;ku;vangura;vanguye;ye;;0;NULL;NULL;;;;;0;;NULL
5601;akavantara;aka;vantara;;;utu;1;12;13;;;;;0;;NULL
5602;kuvavanura;ku;vavanura;vavanuye;ye;;0;NULL;NULL;;;;;0;;NULL
5603;imvi;im;vi;;;im;1;9;10;;;;;0;;NULL
5604;ivi;i;vi;;;ama;1;5;6;;;;;0;;NULL
5605;ikivi;iki;vi;;;ibi;1;7;8;;;;;0;;NULL
5606;kuvira;ku;vira;viriye;riye;;0;NULL;NULL;;;;;0;;NULL
5607;kuvirwa;ku;virwa;viriwe;riwe;;0;NULL;NULL;;;;;0;;NULL
5608;kuvisha;ku;visha;vishije;shije;;0;NULL;NULL;;;;;0;;NULL
5609;umuvo;umu;vo;;;imi;1;3;4;;;;;0;;NULL
5610;imvo;im;vo;;;im;1;9;10;;;;;0;;NULL
5611;uruvu;uru;vu;;;im;1;11;10;;;;;0;imvu;NULL
5612;kuvogera;ku;vogera;vogeye;ye;;0;NULL;NULL;;;;;0;;NULL
5613;kuvoma;ku;voma;vomye;mye;;0;NULL;NULL;;;;;0;;NULL
5614;kuvomera;ku;vomera;vomeye;ye;;0;NULL;NULL;;;;;0;;NULL
5615;kuvomerwa;ku;vomerwa;vomewe;we;;0;NULL;NULL;;;;;0;;NULL
5616;kuvomesha;ku;vomesha;vomesheje;sheje;;0;NULL;NULL;;;;;0;;NULL
5617;ikivomesho;iki;vomesho;;;ibi;1;7;8;;;;;0;;NULL
5618;umuvomezi;umu;vomezi;;;aba;1;1;2;;;;;0;;NULL
5619;kuvomwa;ku;vomwa;vomwe;mwe;;0;NULL;NULL;;;;;0;;NULL
5620;umuvomyi;umu;vomyi;;;aba;1;1;2;;;;;0;;NULL
5621;kuvovota;ku;vovota;vovose;se;;0;NULL;NULL;;;;;0;;NULL
